obsID obs_collection dataproduct_type obs_id description type dataURI productType productGroupDescription productSubGroupDescription productDocumentationURL project prvversion proposal_id productFilename size parent_obsid dataRights calib_level filters
26348244 HST image hst_9811_09_acs_hrc_f555w_j8n909 "HAP fits science image" D mast:HST/product/hst_9811_09_acs_hrc_f555w_j8n909_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 9811 hst_9811_09_acs_hrc_f555w_j8n909_drz.fits 19342080 26348244 PUBLIC 3 F555W
26348244 HST image hst_9811_09_acs_hrc_f555w_j8n909 "HAP fits science image" D mast:HST/product/hst_9811_09_acs_hrc_f555w_j8n909_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 9811 hst_9811_09_acs_hrc_f555w_j8n909_drz.fits 19342080 233011149 PUBLIC 3 F555W
26352434 HST image hst_9811_12_acs_hrc_f555w_j8n912 "HAP fits science image" D mast:HST/product/hst_9811_12_acs_hrc_f555w_j8n912_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 9811 hst_9811_12_acs_hrc_f555w_j8n912_drz.fits 19342080 24000059 PUBLIC 3 F555W
26352434 HST image hst_9811_12_acs_hrc_f555w_j8n912 "HAP fits science image" D mast:HST/product/hst_9811_12_acs_hrc_f555w_j8n912_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 9811 hst_9811_12_acs_hrc_f555w_j8n912_drz.fits 19342080 26352434 PUBLIC 3 F555W
26352434 HST image hst_9811_12_acs_hrc_f555w_j8n912 "HAP fits science image" D mast:HST/product/hst_9811_12_acs_hrc_f555w_j8n912_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 9811 hst_9811_12_acs_hrc_f555w_j8n912_drz.fits 19342080 233011149 PUBLIC 3 F555W
26352464 HST image hst_9811_10_acs_hrc_f555w_j8n910 "HAP fits science image" D mast:HST/product/hst_9811_10_acs_hrc_f555w_j8n910_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 9811 hst_9811_10_acs_hrc_f555w_j8n910_drz.fits 19342080 24000051 PUBLIC 3 F555W
26352464 HST image hst_9811_10_acs_hrc_f555w_j8n910 "HAP fits science image" D mast:HST/product/hst_9811_10_acs_hrc_f555w_j8n910_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 9811 hst_9811_10_acs_hrc_f555w_j8n910_drz.fits 19342080 26352464 PUBLIC 3 F555W
26352464 HST image hst_9811_10_acs_hrc_f555w_j8n910 "HAP fits science image" D mast:HST/product/hst_9811_10_acs_hrc_f555w_j8n910_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 9811 hst_9811_10_acs_hrc_f555w_j8n910_drz.fits 19342080 233011149 PUBLIC 3 F555W
26352700 HST image hst_9811_13_acs_hrc_f555w_j8n913 "HAP fits science image" D mast:HST/product/hst_9811_13_acs_hrc_f555w_j8n913_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 9811 hst_9811_13_acs_hrc_f555w_j8n913_drz.fits 19342080 24000063 PUBLIC 3 F555W
26352700 HST image hst_9811_13_acs_hrc_f555w_j8n913 "HAP fits science image" D mast:HST/product/hst_9811_13_acs_hrc_f555w_j8n913_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 9811 hst_9811_13_acs_hrc_f555w_j8n913_drz.fits 19342080 26352700 PUBLIC 3 F555W
26352700 HST image hst_9811_13_acs_hrc_f555w_j8n913 "HAP fits science image" D mast:HST/product/hst_9811_13_acs_hrc_f555w_j8n913_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 9811 hst_9811_13_acs_hrc_f555w_j8n913_drz.fits 19342080 233011149 PUBLIC 3 F555W
26352972 HST image hst_9811_11_acs_hrc_f555w_j8n911 "HAP fits science image" D mast:HST/product/hst_9811_11_acs_hrc_f555w_j8n911_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 9811 hst_9811_11_acs_hrc_f555w_j8n911_drz.fits 19342080 24000055 PUBLIC 3 F555W
26352972 HST image hst_9811_11_acs_hrc_f555w_j8n911 "HAP fits science image" D mast:HST/product/hst_9811_11_acs_hrc_f555w_j8n911_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 9811 hst_9811_11_acs_hrc_f555w_j8n911_drz.fits 19342080 26352972 PUBLIC 3 F555W
26352972 HST image hst_9811_11_acs_hrc_f555w_j8n911 "HAP fits science image" D mast:HST/product/hst_9811_11_acs_hrc_f555w_j8n911_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 9811 hst_9811_11_acs_hrc_f555w_j8n911_drz.fits 19342080 233011149 PUBLIC 3 F555W
26385401 HST image hst_10435_08_acs_hrc_f555w_j96d08 "HAP fits science image" D mast:HST/product/hst_10435_08_acs_hrc_f555w_j96d08_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 10435 hst_10435_08_acs_hrc_f555w_j96d08_drz.fits 27192960 24824944 PUBLIC 3 F555W
26385401 HST image hst_10435_08_acs_hrc_f555w_j96d08 "HAP fits science image" D mast:HST/product/hst_10435_08_acs_hrc_f555w_j96d08_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 10435 hst_10435_08_acs_hrc_f555w_j96d08_drz.fits 27192960 26385401 PUBLIC 3 F555W
26385401 HST image hst_10435_08_acs_hrc_f555w_j96d08 "HAP fits science image" D mast:HST/product/hst_10435_08_acs_hrc_f555w_j96d08_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 10435 hst_10435_08_acs_hrc_f555w_j96d08_drz.fits 27192960 233011149 PUBLIC 3 F555W
26385416 HST image hst_10435_08_acs_hrc_f330w_j96d08 "HAP fits science image" D mast:HST/product/hst_10435_08_acs_hrc_f330w_j96d08_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 10435 hst_10435_08_acs_hrc_f330w_j96d08_drz.fits 27192960 24824943 PUBLIC 3 F330W
26385416 HST image hst_10435_08_acs_hrc_f330w_j96d08 "HAP fits science image" D mast:HST/product/hst_10435_08_acs_hrc_f330w_j96d08_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 10435 hst_10435_08_acs_hrc_f330w_j96d08_drz.fits 27192960 26385416 PUBLIC 3 F330W
26385416 HST image hst_10435_08_acs_hrc_f330w_j96d08 "HAP fits science image" D mast:HST/product/hst_10435_08_acs_hrc_f330w_j96d08_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.7.1.1" 10435 hst_10435_08_acs_hrc_f330w_j96d08_drz.fits 27192960 233011145 PUBLIC 3 F330W
26720184 HST image ieb334010 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/ieb334010_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 16179 ieb334010_drz.fits 217416960 26720184 PUBLIC 3 F814W
26720184 HST image ieb334010 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/ieb334010_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 16179 ieb334010_drz.fits 217416960 26720247 PUBLIC 3 F814W
26720188 HST image ieb334020 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/ieb334020_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 16179 ieb334020_drz.fits 217460160 26720188 PUBLIC 3 F625W
26720188 HST image ieb334020 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/ieb334020_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 16179 ieb334020_drz.fits 217460160 26720244 PUBLIC 3 F625W
206787509 HST image hst_5415_0f_wfpc2_pc_f555w_u26g0f "HAP fits science image" D mast:HST/product/hst_5415_0f_wfpc2_pc_f555w_u26g0f_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0f_wfpc2_pc_f555w_u26g0f_drz.fits 249036480 24539976 PUBLIC 3 F555W
206787509 HST image hst_5415_0f_wfpc2_pc_f555w_u26g0f "HAP fits science image" D mast:HST/product/hst_5415_0f_wfpc2_pc_f555w_u26g0f_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0f_wfpc2_pc_f555w_u26g0f_drz.fits 249036480 24539977 PUBLIC 3 F555W
206787509 HST image hst_5415_0f_wfpc2_pc_f555w_u26g0f "HAP fits science image" D mast:HST/product/hst_5415_0f_wfpc2_pc_f555w_u26g0f_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0f_wfpc2_pc_f555w_u26g0f_drz.fits 249036480 206787509 PUBLIC 3 F555W
206788509 HST image hst_5415_0q_wfpc2_pc_f555w_u26g0q "HAP fits science image" D mast:HST/product/hst_5415_0q_wfpc2_pc_f555w_u26g0q_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0q_wfpc2_pc_f555w_u26g0q_drz.fits 249036480 24540002 PUBLIC 3 F555W
206788509 HST image hst_5415_0q_wfpc2_pc_f555w_u26g0q "HAP fits science image" D mast:HST/product/hst_5415_0q_wfpc2_pc_f555w_u26g0q_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0q_wfpc2_pc_f555w_u26g0q_drz.fits 249036480 24540003 PUBLIC 3 F555W
206788509 HST image hst_5415_0q_wfpc2_pc_f555w_u26g0q "HAP fits science image" D mast:HST/product/hst_5415_0q_wfpc2_pc_f555w_u26g0q_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0q_wfpc2_pc_f555w_u26g0q_drz.fits 249036480 206788509 PUBLIC 3 F555W
206788608 HST image hst_5415_0l_wfpc2_pc_f555w_u26g0l "HAP fits science image" D mast:HST/product/hst_5415_0l_wfpc2_pc_f555w_u26g0l_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0l_wfpc2_pc_f555w_u26g0l_drz.fits 249200640 24539988 PUBLIC 3 F555W
206788608 HST image hst_5415_0l_wfpc2_pc_f555w_u26g0l "HAP fits science image" D mast:HST/product/hst_5415_0l_wfpc2_pc_f555w_u26g0l_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0l_wfpc2_pc_f555w_u26g0l_drz.fits 249200640 24539989 PUBLIC 3 F555W
206788608 HST image hst_5415_0l_wfpc2_pc_f555w_u26g0l "HAP fits science image" D mast:HST/product/hst_5415_0l_wfpc2_pc_f555w_u26g0l_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0l_wfpc2_pc_f555w_u26g0l_drz.fits 249200640 206788608 PUBLIC 3 F555W
206788631 HST image hst_5415_0k_wfpc2_pc_f555w_u26g0k "HAP fits science image" D mast:HST/product/hst_5415_0k_wfpc2_pc_f555w_u26g0k_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0k_wfpc2_pc_f555w_u26g0k_drz.fits 249036480 24539986 PUBLIC 3 F555W
206788631 HST image hst_5415_0k_wfpc2_pc_f555w_u26g0k "HAP fits science image" D mast:HST/product/hst_5415_0k_wfpc2_pc_f555w_u26g0k_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0k_wfpc2_pc_f555w_u26g0k_drz.fits 249036480 24539987 PUBLIC 3 F555W
206788631 HST image hst_5415_0k_wfpc2_pc_f555w_u26g0k "HAP fits science image" D mast:HST/product/hst_5415_0k_wfpc2_pc_f555w_u26g0k_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0k_wfpc2_pc_f555w_u26g0k_drz.fits 249036480 206788631 PUBLIC 3 F555W
206788635 HST image hst_5415_0i_wfpc2_pc_f555w_u26g0i "HAP fits science image" D mast:HST/product/hst_5415_0i_wfpc2_pc_f555w_u26g0i_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0i_wfpc2_pc_f555w_u26g0i_drz.fits 249036480 24539982 PUBLIC 3 F555W
206788635 HST image hst_5415_0i_wfpc2_pc_f555w_u26g0i "HAP fits science image" D mast:HST/product/hst_5415_0i_wfpc2_pc_f555w_u26g0i_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0i_wfpc2_pc_f555w_u26g0i_drz.fits 249036480 24539983 PUBLIC 3 F555W
206788635 HST image hst_5415_0i_wfpc2_pc_f555w_u26g0i "HAP fits science image" D mast:HST/product/hst_5415_0i_wfpc2_pc_f555w_u26g0i_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0i_wfpc2_pc_f555w_u26g0i_drz.fits 249036480 206788635 PUBLIC 3 F555W
206788693 HST image hst_5415_0g_wfpc2_pc_f555w_u26g0g "HAP fits science image" D mast:HST/product/hst_5415_0g_wfpc2_pc_f555w_u26g0g_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0g_wfpc2_pc_f555w_u26g0g_drz.fits 249036480 24539978 PUBLIC 3 F555W
206788693 HST image hst_5415_0g_wfpc2_pc_f555w_u26g0g "HAP fits science image" D mast:HST/product/hst_5415_0g_wfpc2_pc_f555w_u26g0g_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0g_wfpc2_pc_f555w_u26g0g_drz.fits 249036480 24539979 PUBLIC 3 F555W
206788693 HST image hst_5415_0g_wfpc2_pc_f555w_u26g0g "HAP fits science image" D mast:HST/product/hst_5415_0g_wfpc2_pc_f555w_u26g0g_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0g_wfpc2_pc_f555w_u26g0g_drz.fits 249036480 206788693 PUBLIC 3 F555W
206788761 HST image hst_5415_0o_wfpc2_pc_f555w_u26g0o "HAP fits science image" D mast:HST/product/hst_5415_0o_wfpc2_pc_f555w_u26g0o_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0o_wfpc2_pc_f555w_u26g0o_drz.fits 250133760 24539996 PUBLIC 3 F555W
206788761 HST image hst_5415_0o_wfpc2_pc_f555w_u26g0o "HAP fits science image" D mast:HST/product/hst_5415_0o_wfpc2_pc_f555w_u26g0o_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0o_wfpc2_pc_f555w_u26g0o_drz.fits 250133760 24539997 PUBLIC 3 F555W
206788761 HST image hst_5415_0o_wfpc2_pc_f555w_u26g0o "HAP fits science image" D mast:HST/product/hst_5415_0o_wfpc2_pc_f555w_u26g0o_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0o_wfpc2_pc_f555w_u26g0o_drz.fits 250133760 206788761 PUBLIC 3 F555W
206788773 HST image hst_5415_0j_wfpc2_pc_f555w_u26g0j "HAP fits science image" D mast:HST/product/hst_5415_0j_wfpc2_pc_f555w_u26g0j_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0j_wfpc2_pc_f555w_u26g0j_drz.fits 248984640 24539984 PUBLIC 3 F555W
206788773 HST image hst_5415_0j_wfpc2_pc_f555w_u26g0j "HAP fits science image" D mast:HST/product/hst_5415_0j_wfpc2_pc_f555w_u26g0j_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0j_wfpc2_pc_f555w_u26g0j_drz.fits 248984640 24539985 PUBLIC 3 F555W
206788773 HST image hst_5415_0j_wfpc2_pc_f555w_u26g0j "HAP fits science image" D mast:HST/product/hst_5415_0j_wfpc2_pc_f555w_u26g0j_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0j_wfpc2_pc_f555w_u26g0j_drz.fits 248984640 206788773 PUBLIC 3 F555W
206788818 HST image hst_5415_0h_wfpc2_pc_f555w_u26g0h "HAP fits science image" D mast:HST/product/hst_5415_0h_wfpc2_pc_f555w_u26g0h_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0h_wfpc2_pc_f555w_u26g0h_drz.fits 249036480 24539980 PUBLIC 3 F555W
206788818 HST image hst_5415_0h_wfpc2_pc_f555w_u26g0h "HAP fits science image" D mast:HST/product/hst_5415_0h_wfpc2_pc_f555w_u26g0h_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0h_wfpc2_pc_f555w_u26g0h_drz.fits 249036480 24539981 PUBLIC 3 F555W
206788818 HST image hst_5415_0h_wfpc2_pc_f555w_u26g0h "HAP fits science image" D mast:HST/product/hst_5415_0h_wfpc2_pc_f555w_u26g0h_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0h_wfpc2_pc_f555w_u26g0h_drz.fits 249036480 206788818 PUBLIC 3 F555W
206790050 HST image hst_5415_0e_wfpc2_pc_f814w_u26g0e "HAP fits science image" D mast:HST/product/hst_5415_0e_wfpc2_pc_f814w_u26g0e_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0e_wfpc2_pc_f814w_u26g0e_drz.fits 249148800 24539974 PUBLIC 3 F814W
206790050 HST image hst_5415_0e_wfpc2_pc_f814w_u26g0e "HAP fits science image" D mast:HST/product/hst_5415_0e_wfpc2_pc_f814w_u26g0e_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0e_wfpc2_pc_f814w_u26g0e_drz.fits 249148800 24539975 PUBLIC 3 F814W
206790050 HST image hst_5415_0e_wfpc2_pc_f814w_u26g0e "HAP fits science image" D mast:HST/product/hst_5415_0e_wfpc2_pc_f814w_u26g0e_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0e_wfpc2_pc_f814w_u26g0e_drz.fits 249148800 206790050 PUBLIC 3 F814W
206790053 HST image hst_5415_0e_wfpc2_pc_f555w_u26g0e "HAP fits science image" D mast:HST/product/hst_5415_0e_wfpc2_pc_f555w_u26g0e_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0e_wfpc2_pc_f555w_u26g0e_drz.fits 249148800 24539972 PUBLIC 3 F555W
206790053 HST image hst_5415_0e_wfpc2_pc_f555w_u26g0e "HAP fits science image" D mast:HST/product/hst_5415_0e_wfpc2_pc_f555w_u26g0e_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0e_wfpc2_pc_f555w_u26g0e_drz.fits 249148800 24539973 PUBLIC 3 F555W
206790053 HST image hst_5415_0e_wfpc2_pc_f555w_u26g0e "HAP fits science image" D mast:HST/product/hst_5415_0e_wfpc2_pc_f555w_u26g0e_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0e_wfpc2_pc_f555w_u26g0e_drz.fits 249148800 206790053 PUBLIC 3 F555W
206803605 HST image hst_5415_0n_wfpc2_pc_f555w_u26g0n "HAP fits science image" D mast:HST/product/hst_5415_0n_wfpc2_pc_f555w_u26g0n_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0n_wfpc2_pc_f555w_u26g0n_drz.fits 249261120 24539992 PUBLIC 3 F555W
206803605 HST image hst_5415_0n_wfpc2_pc_f555w_u26g0n "HAP fits science image" D mast:HST/product/hst_5415_0n_wfpc2_pc_f555w_u26g0n_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0n_wfpc2_pc_f555w_u26g0n_drz.fits 249261120 24539993 PUBLIC 3 F555W
206803605 HST image hst_5415_0n_wfpc2_pc_f555w_u26g0n "HAP fits science image" D mast:HST/product/hst_5415_0n_wfpc2_pc_f555w_u26g0n_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0n_wfpc2_pc_f555w_u26g0n_drz.fits 249261120 206803605 PUBLIC 3 F555W
206803614 HST image hst_5415_0n_wfpc2_pc_f814w_u26g0n "HAP fits science image" D mast:HST/product/hst_5415_0n_wfpc2_pc_f814w_u26g0n_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0n_wfpc2_pc_f814w_u26g0n_drz.fits 249261120 24539994 PUBLIC 3 F814W
206803614 HST image hst_5415_0n_wfpc2_pc_f814w_u26g0n "HAP fits science image" D mast:HST/product/hst_5415_0n_wfpc2_pc_f814w_u26g0n_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0n_wfpc2_pc_f814w_u26g0n_drz.fits 249261120 24539995 PUBLIC 3 F814W
206803614 HST image hst_5415_0n_wfpc2_pc_f814w_u26g0n "HAP fits science image" D mast:HST/product/hst_5415_0n_wfpc2_pc_f814w_u26g0n_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0n_wfpc2_pc_f814w_u26g0n_drz.fits 249261120 206803614 PUBLIC 3 F814W
206829276 HST image hst_5415_0m_wfpc2_pc_f555w_u26g0m "HAP fits science image" D mast:HST/product/hst_5415_0m_wfpc2_pc_f555w_u26g0m_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0m_wfpc2_pc_f555w_u26g0m_drz.fits 249036480 24539990 PUBLIC 3 F555W
206829276 HST image hst_5415_0m_wfpc2_pc_f555w_u26g0m "HAP fits science image" D mast:HST/product/hst_5415_0m_wfpc2_pc_f555w_u26g0m_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0m_wfpc2_pc_f555w_u26g0m_drz.fits 249036480 24539991 PUBLIC 3 F555W
206829276 HST image hst_5415_0m_wfpc2_pc_f555w_u26g0m "HAP fits science image" D mast:HST/product/hst_5415_0m_wfpc2_pc_f555w_u26g0m_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5415 hst_5415_0m_wfpc2_pc_f555w_u26g0m_drz.fits 249036480 206829276 PUBLIC 3 F555W
207004778 HST image hst_5512_0c_wfpc2_pc_f555w_u2j20c "HAP fits science image" D mast:HST/product/hst_5512_0c_wfpc2_pc_f555w_u2j20c_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5512 hst_5512_0c_wfpc2_pc_f555w_u2j20c_drz.fits 206752320 24554074 PUBLIC 3 F555W
207004778 HST image hst_5512_0c_wfpc2_pc_f555w_u2j20c "HAP fits science image" D mast:HST/product/hst_5512_0c_wfpc2_pc_f555w_u2j20c_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5512 hst_5512_0c_wfpc2_pc_f555w_u2j20c_drz.fits 206752320 24554075 PUBLIC 3 F555W
207004778 HST image hst_5512_0c_wfpc2_pc_f555w_u2j20c "HAP fits science image" D mast:HST/product/hst_5512_0c_wfpc2_pc_f555w_u2j20c_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5512 hst_5512_0c_wfpc2_pc_f555w_u2j20c_drz.fits 206752320 24554076 PUBLIC 3 F555W
207004778 HST image hst_5512_0c_wfpc2_pc_f555w_u2j20c "HAP fits science image" D mast:HST/product/hst_5512_0c_wfpc2_pc_f555w_u2j20c_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5512 hst_5512_0c_wfpc2_pc_f555w_u2j20c_drz.fits 206752320 24554077 PUBLIC 3 F555W
207004778 HST image hst_5512_0c_wfpc2_pc_f555w_u2j20c "HAP fits science image" D mast:HST/product/hst_5512_0c_wfpc2_pc_f555w_u2j20c_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5512 hst_5512_0c_wfpc2_pc_f555w_u2j20c_drz.fits 206752320 24554078 PUBLIC 3 F555W
207004778 HST image hst_5512_0c_wfpc2_pc_f555w_u2j20c "HAP fits science image" D mast:HST/product/hst_5512_0c_wfpc2_pc_f555w_u2j20c_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5512 hst_5512_0c_wfpc2_pc_f555w_u2j20c_drz.fits 206752320 24554079 PUBLIC 3 F555W
207004778 HST image hst_5512_0c_wfpc2_pc_f555w_u2j20c "HAP fits science image" D mast:HST/product/hst_5512_0c_wfpc2_pc_f555w_u2j20c_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5512 hst_5512_0c_wfpc2_pc_f555w_u2j20c_drz.fits 206752320 207004778 PUBLIC 3 F555W
207006981 HST image hst_5772_01_wfpc2_pc_f814w_u2nv01 "HAP fits science image" D mast:HST/product/hst_5772_01_wfpc2_pc_f814w_u2nv01_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 5772 hst_5772_01_wfpc2_pc_f814w_u2nv01_drz.fits 416473920 24556596 PUBLIC 3 F814W
