obsID obs_collection dataproduct_type obs_id description type dataURI productType productGroupDescription productSubGroupDescription productDocumentationURL project prvversion proposal_id productFilename size parent_obsid dataRights calib_level filters
71741118 HST image iepl0e020 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/iepl0e020_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 16729 iepl0e020_drz.fits 217725120 71743090 PUBLIC 3 F606W
71743196 HST image iepl0h020 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/iepl0h020_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 16729 iepl0h020_drz.fits 217776960 71743196 PUBLIC 3 F606W
71743196 HST image iepl0h020 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/iepl0h020_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 16729 iepl0h020_drz.fits 217776960 71743461 PUBLIC 3 F606W
83257631 HST image iepl0f020 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/iepl0f020_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 16729 iepl0f020_drz.fits 217725120 83257631 PUBLIC 3 F606W
83257631 HST image iepl0f020 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/iepl0f020_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 16729 iepl0f020_drz.fits 217725120 83316404 PUBLIC 3 F606W
83337879 HST image iepl0d020 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/iepl0d020_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 16729 iepl0d020_drz.fits 217768320 83337879 PUBLIC 3 F606W
83337879 HST image iepl0d020 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/iepl0d020_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 16729 iepl0d020_drz.fits 217768320 83338966 PUBLIC 3 F606W
118398246 HST image if1z29uzq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/if1z29uzq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 17128 if1z29uzq_drz.fits 217252800 118398246 PUBLIC 3 F336W
118398246 HST image if1z29uzq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/if1z29uzq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 17128 if1z29uzq_drz.fits 217252800 118403878 PUBLIC 3 F336W
118398264 HST image if1z29uuq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/if1z29uuq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 17128 if1z29uuq_drz.fits 3496320 118398264 PUBLIC 3 F336W
118398264 HST image if1z29uuq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/if1z29uuq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 17128 if1z29uuq_drz.fits 3496320 118403878 PUBLIC 3 F336W
118405656 HST image if1z29060 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/if1z29060_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 17128 if1z29060_drz.fits 3533760 118403874 PUBLIC 3 F555W
118405656 HST image if1z29060 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/if1z29060_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 17128 if1z29060_drz.fits 3533760 118405656 PUBLIC 3 F555W
207799383 HST image hst_9709_eg_wfpc2_pc_f606w_u8l8eg "HAP fits science image" D mast:HST/product/hst_9709_eg_wfpc2_pc_f606w_u8l8eg_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 9709 hst_9709_eg_wfpc2_pc_f606w_u8l8eg_drz.fits 224688960 207799383 PUBLIC 3 F606W
207800443 HST image hst_9709_ei_wfpc2_pc_f606w_u8l8ei "HAP fits science image" D mast:HST/product/hst_9709_ei_wfpc2_pc_f606w_u8l8ei_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 9709 hst_9709_ei_wfpc2_pc_f606w_u8l8ei_drz.fits 224585280 24671726 PUBLIC 3 F606W
207800443 HST image hst_9709_ei_wfpc2_pc_f606w_u8l8ei "HAP fits science image" D mast:HST/product/hst_9709_ei_wfpc2_pc_f606w_u8l8ei_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 9709 hst_9709_ei_wfpc2_pc_f606w_u8l8ei_drz.fits 224585280 24671727 PUBLIC 3 F606W
207800443 HST image hst_9709_ei_wfpc2_pc_f606w_u8l8ei "HAP fits science image" D mast:HST/product/hst_9709_ei_wfpc2_pc_f606w_u8l8ei_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 9709 hst_9709_ei_wfpc2_pc_f606w_u8l8ei_drz.fits 224585280 207800443 PUBLIC 3 F606W
207800448 HST image hst_9709_ef_wfpc2_pc_f606w_u8l8ef "HAP fits science image" D mast:HST/product/hst_9709_ef_wfpc2_pc_f606w_u8l8ef_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 9709 hst_9709_ef_wfpc2_pc_f606w_u8l8ef_drz.fits 224533440 24671720 PUBLIC 3 F606W
207800448 HST image hst_9709_ef_wfpc2_pc_f606w_u8l8ef "HAP fits science image" D mast:HST/product/hst_9709_ef_wfpc2_pc_f606w_u8l8ef_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 9709 hst_9709_ef_wfpc2_pc_f606w_u8l8ef_drz.fits 224533440 24671721 PUBLIC 3 F606W
207800448 HST image hst_9709_ef_wfpc2_pc_f606w_u8l8ef "HAP fits science image" D mast:HST/product/hst_9709_ef_wfpc2_pc_f606w_u8l8ef_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 9709 hst_9709_ef_wfpc2_pc_f606w_u8l8ef_drz.fits 224533440 207800448 PUBLIC 3 F606W
207800458 HST image hst_9709_ej_wfpc2_pc_f606w_u8l8ej "HAP fits science image" D mast:HST/product/hst_9709_ej_wfpc2_pc_f606w_u8l8ej_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 9709 hst_9709_ej_wfpc2_pc_f606w_u8l8ej_drz.fits 224170560 24671728 PUBLIC 3 F606W
207800458 HST image hst_9709_ej_wfpc2_pc_f606w_u8l8ej "HAP fits science image" D mast:HST/product/hst_9709_ej_wfpc2_pc_f606w_u8l8ej_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 9709 hst_9709_ej_wfpc2_pc_f606w_u8l8ej_drz.fits 224170560 24671729 PUBLIC 3 F606W
207800458 HST image hst_9709_ej_wfpc2_pc_f606w_u8l8ej "HAP fits science image" D mast:HST/product/hst_9709_ej_wfpc2_pc_f606w_u8l8ej_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 9709 hst_9709_ej_wfpc2_pc_f606w_u8l8ej_drz.fits 224170560 207800458 PUBLIC 3 F606W
208070716 HST image hst_11202_10_wfpc2_pc_f606w_ua1l10 "HAP fits science image" D mast:HST/product/hst_11202_10_wfpc2_pc_f606w_ua1l10_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 11202 hst_11202_10_wfpc2_pc_f606w_ua1l10_drz.fits 222140160 24713165 PUBLIC 3 F606W
208070716 HST image hst_11202_10_wfpc2_pc_f606w_ua1l10 "HAP fits science image" D mast:HST/product/hst_11202_10_wfpc2_pc_f606w_ua1l10_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 11202 hst_11202_10_wfpc2_pc_f606w_ua1l10_drz.fits 222140160 24713166 PUBLIC 3 F606W
208070716 HST image hst_11202_10_wfpc2_pc_f606w_ua1l10 "HAP fits science image" D mast:HST/product/hst_11202_10_wfpc2_pc_f606w_ua1l10_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 11202 hst_11202_10_wfpc2_pc_f606w_ua1l10_drz.fits 222140160 24713167 PUBLIC 3 F606W
208070716 HST image hst_11202_10_wfpc2_pc_f606w_ua1l10 "HAP fits science image" D mast:HST/product/hst_11202_10_wfpc2_pc_f606w_ua1l10_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 11202 hst_11202_10_wfpc2_pc_f606w_ua1l10_drz.fits 222140160 24713168 PUBLIC 3 F606W
208070716 HST image hst_11202_10_wfpc2_pc_f606w_ua1l10 "HAP fits science image" D mast:HST/product/hst_11202_10_wfpc2_pc_f606w_ua1l10_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-SVM "DrizzlePac 3.6.2" 11202 hst_11202_10_wfpc2_pc_f606w_ua1l10_drz.fits 222140160 208070716 PUBLIC 3 F606W
233003654 HST image hst_skycell-p1364x17y12_acs_wfc_f814w_all "HAP fits science image" D mast:HST/product/hst_skycell-p1364x17y12_acs_wfc_f814w_all_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-MVM "DrizzlePac 3.7.1.1" "" hst_skycell-p1364x17y12_acs_wfc_f814w_all_drz.fits 269089920 26479295 PUBLIC 3 F814W
233003654 HST image hst_skycell-p1364x17y12_acs_wfc_f814w_all "HAP fits science image" D mast:HST/product/hst_skycell-p1364x17y12_acs_wfc_f814w_all_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-MVM "DrizzlePac 3.7.1.1" "" hst_skycell-p1364x17y12_acs_wfc_f814w_all_drz.fits 269089920 233003654 PUBLIC 3 F814W
233007961 HST image hst_skycell-p1364x04y12_wfc3_uvis_f475x_all "HAP fits science image" D mast:HST/product/hst_skycell-p1364x04y12_wfc3_uvis_f475x_all_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-MVM "DrizzlePac 3.7.1.1" "" hst_skycell-p1364x04y12_wfc3_uvis_f475x_all_drz.fits 631051200 26546354 PUBLIC 3 F475X
233007961 HST image hst_skycell-p1364x04y12_wfc3_uvis_f475x_all "HAP fits science image" D mast:HST/product/hst_skycell-p1364x04y12_wfc3_uvis_f475x_all_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-MVM "DrizzlePac 3.7.1.1" "" hst_skycell-p1364x04y12_wfc3_uvis_f475x_all_drz.fits 631051200 26546372 PUBLIC 3 F475X
233007961 HST image hst_skycell-p1364x04y12_wfc3_uvis_f475x_all "HAP fits science image" D mast:HST/product/hst_skycell-p1364x04y12_wfc3_uvis_f475x_all_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-MVM "DrizzlePac 3.7.1.1" "" hst_skycell-p1364x04y12_wfc3_uvis_f475x_all_drz.fits 631051200 233007961 PUBLIC 3 F475X
233007962 HST image hst_skycell-p1364x04y12_wfc3_uvis_f600lp_all "HAP fits science image" D mast:HST/product/hst_skycell-p1364x04y12_wfc3_uvis_f600lp_all_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-MVM "DrizzlePac 3.7.1.1" "" hst_skycell-p1364x04y12_wfc3_uvis_f600lp_all_drz.fits 631048320 26546004 PUBLIC 3 F600LP
233007962 HST image hst_skycell-p1364x04y12_wfc3_uvis_f600lp_all "HAP fits science image" D mast:HST/product/hst_skycell-p1364x04y12_wfc3_uvis_f600lp_all_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-MVM "DrizzlePac 3.7.1.1" "" hst_skycell-p1364x04y12_wfc3_uvis_f600lp_all_drz.fits 631048320 26546834 PUBLIC 3 F600LP
233007962 HST image hst_skycell-p1364x04y12_wfc3_uvis_f600lp_all "HAP fits science image" D mast:HST/product/hst_skycell-p1364x04y12_wfc3_uvis_f600lp_all_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-MVM "DrizzlePac 3.7.1.1" "" hst_skycell-p1364x04y12_wfc3_uvis_f600lp_all_drz.fits 631048320 233007962 PUBLIC 3 F600LP
233008273 HST image hst_skycell-p1364x17y13_acs_wfc_f814w_all "HAP fits science image" D mast:HST/product/hst_skycell-p1364x17y13_acs_wfc_f814w_all_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-MVM "DrizzlePac 3.7.1.1" "" hst_skycell-p1364x17y13_acs_wfc_f814w_all_drz.fits 120487680 26479295 PUBLIC 3 F814W
233008273 HST image hst_skycell-p1364x17y13_acs_wfc_f814w_all "HAP fits science image" D mast:HST/product/hst_skycell-p1364x17y13_acs_wfc_f814w_all_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" HAP-MVM "DrizzlePac 3.7.1.1" "" hst_skycell-p1364x17y13_acs_wfc_f814w_all_drz.fits 120487680 233008273 PUBLIC 3 F814W
24104315 HST image jbl737jlq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl737jlq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl737jlq_drz.fits 214395840 24104315 PUBLIC 3 F606W
24104315 HST image jbl737jlq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl737jlq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl737jlq_drz.fits 214395840 26442204 PUBLIC 3 F606W
24104316 HST image jbl737joq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl737joq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl737joq_drz.fits 214395840 24104316 PUBLIC 3 F775W
24104316 HST image jbl737joq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl737joq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl737joq_drz.fits 214395840 26442219 PUBLIC 3 F775W
24104317 HST image jbl738k0q "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl738k0q_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl738k0q_drz.fits 214395840 24104317 PUBLIC 3 F775W
24104317 HST image jbl738k0q "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl738k0q_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl738k0q_drz.fits 214395840 26441099 PUBLIC 3 F775W
24104318 HST image jbl738k3q "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl738k3q_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl738k3q_drz.fits 214395840 24104318 PUBLIC 3 F850LP
24104318 HST image jbl738k3q "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl738k3q_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl738k3q_drz.fits 214395840 26441084 PUBLIC 3 F850LP
24104319 HST image jbl739olq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl739olq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl739olq_drz.fits 214395840 24104319 PUBLIC 3 F606W
24104319 HST image jbl739olq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl739olq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl739olq_drz.fits 214395840 26441201 PUBLIC 3 F606W
24104320 HST image jbl739ooq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl739ooq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl739ooq_drz.fits 214395840 24104320 PUBLIC 3 F775W
24104320 HST image jbl739ooq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl739ooq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl739ooq_drz.fits 214395840 26441220 PUBLIC 3 F775W
24104369 HST image jbl740ozq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl740ozq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl740ozq_drz.fits 214395840 24104369 PUBLIC 3 F606W
24104369 HST image jbl740ozq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl740ozq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl740ozq_drz.fits 214395840 26441224 PUBLIC 3 F606W
24104370 HST image jbl740p2q "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl740p2q_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl740p2q_drz.fits 214344000 24104370 PUBLIC 3 F850LP
24104370 HST image jbl740p2q "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl740p2q_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl740p2q_drz.fits 214344000 26441246 PUBLIC 3 F850LP
24104371 HST image jbl741waq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl741waq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl741waq_drz.fits 214395840 24104371 PUBLIC 3 F850LP
24104371 HST image jbl741waq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl741waq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl741waq_drz.fits 214395840 26441551 PUBLIC 3 F850LP
24104372 HST image jbl741wdq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl741wdq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl741wdq_drz.fits 214395840 24104372 PUBLIC 3 F775W
24104372 HST image jbl741wdq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl741wdq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl741wdq_drz.fits 214395840 26441563 PUBLIC 3 F775W
24104373 HST image jbl742woq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl742woq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl742woq_drz.fits 214395840 24104373 PUBLIC 3 F775W
24104373 HST image jbl742woq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl742woq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl742woq_drz.fits 214395840 26442246 PUBLIC 3 F775W
24104374 HST image jbl742wrq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl742wrq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl742wrq_drz.fits 214395840 24104374 PUBLIC 3 F850LP
24104374 HST image jbl742wrq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl742wrq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl742wrq_drz.fits 214395840 26442264 PUBLIC 3 F850LP
24104399 HST image jbl750meq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl750meq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl750meq_drz.fits 214395840 24104399 PUBLIC 3 F775W
24104399 HST image jbl750meq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl750meq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl750meq_drz.fits 214395840 26441297 PUBLIC 3 F775W
24104400 HST image jbl750mhq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl750mhq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl750mhq_drz.fits 214395840 24104400 PUBLIC 3 F850LP
24104400 HST image jbl750mhq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl750mhq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl750mhq_drz.fits 214395840 26441283 PUBLIC 3 F850LP
24104401 HST image jbl751o7q "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl751o7q_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl751o7q_drz.fits 214395840 24104401 PUBLIC 3 F775W
24104401 HST image jbl751o7q "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl751o7q_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl751o7q_drz.fits 214395840 26441116 PUBLIC 3 F775W
24104402 HST image jbl751o9q "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl751o9q_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl751o9q_drz.fits 214395840 24104402 PUBLIC 3 F850LP
24104402 HST image jbl751o9q "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl751o9q_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl751o9q_drz.fits 214395840 26441132 PUBLIC 3 F850LP
24104403 HST image jbl752ajq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl752ajq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl752ajq_drz.fits 214395840 24104403 PUBLIC 3 F775W
24104403 HST image jbl752ajq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl752ajq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl752ajq_drz.fits 214395840 26442124 PUBLIC 3 F775W
24104404 HST image jbl752akq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl752akq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl752akq_drz.fits 214395840 24104404 PUBLIC 3 F850LP
24104404 HST image jbl752akq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl752akq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl752akq_drz.fits 214395840 26442105 PUBLIC 3 F850LP
24104405 HST image jbl753axq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl753axq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl753axq_drz.fits 214395840 24104405 PUBLIC 3 F606W
24104405 HST image jbl753axq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl753axq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl753axq_drz.fits 214395840 26441448 PUBLIC 3 F606W
24104406 HST image jbl753azq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl753azq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl753azq_drz.fits 214395840 24104406 PUBLIC 3 F775W
24104406 HST image jbl753azq "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" S mast:HST/product/jbl753azq_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "" 12286 jbl753azq_drz.fits 214395840 26441467 PUBLIC 3 F775W
24802609 HST image ibl737010 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/ibl737010_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 12286 ibl737010_drz.fits 217215360 24802609 PUBLIC 3 F600LP
24802609 HST image ibl737010 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/ibl737010_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 12286 ibl737010_drz.fits 217215360 26311084 PUBLIC 3 F600LP
24802640 HST image ibl750010 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/ibl750010_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 12286 ibl750010_drz.fits 217215360 24802640 PUBLIC 3 F600LP
24802640 HST image ibl750010 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/ibl750010_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALWF3 "3.7.1 (Oct-18-2023)" 12286 ibl750010_drz.fits 217215360 26546363 PUBLIC 3 F600LP
24820420 HST image j8pr10020 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/j8pr10020_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "DrizzlePac 3.6.2" 9902 j8pr10020_drz.fits 214971840 24820420 PUBLIC 3 F814W
24820420 HST image j8pr10020 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/j8pr10020_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "DrizzlePac 3.6.2" 9902 j8pr10020_drz.fits 214971840 26356027 PUBLIC 3 F814W
24820421 HST image j8pr10030 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/j8pr10030_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "DrizzlePac 3.6.2" 9902 j8pr10030_drz.fits 214655040 24820421 PUBLIC 3 F814W
24820421 HST image j8pr10030 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/j8pr10030_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "DrizzlePac 3.6.2" 9902 j8pr10030_drz.fits 214655040 26356027 PUBLIC 3 F814W
24834875 HST image jbl754010 "DADS DRZ file - Calibrated combined image ACS/WFC3/WFPC2/STIS" D mast:HST/product/jbl754010_drz.fits SCIENCE "Minimum Recommended Products" DRZ "" CALACS "DrizzlePac 3.6.2" 12286 jbl754010_drz.fits 214404480 24834875 PUBLIC 3 F606W
